Force(N),Distance(mm),Time(ms)
0.001702781,100,100
0.001712822,101,156
0.001190723,104,249
0.001080279,102,342
0.001341328,99,434
0.001461813,103,527
0.001863427,101,620
0.00224496,100,713
0.001773064,101,806
0.001742942,102,899
0.001783104,101,991
0.001823265,101,1084
0.001793144,103,1191
0.001411611,98,1270
0.001823265,101,1363
0.002064234,99,1456
0.00167266,101,1549
0.001973871,98,1641
0.001773064,99,1734
0.001833306,100,1827
0.001993951,102,1920
0.001712822,100,2013
0.001652579,98,2106
0.001582297,100,2225
0.001742942,102,2291
0.001401571,105,2384
0.001532095,102,2477
0.001752983,98,2570
0.001522055,101,2663
0.001532095,102,2755
0.001120441,100,2848
0.0009698354,99,2941
0.0006686248,98,3034
0.001271046,101,3127
0.00167266,103,3233
0.001943749,101,3312
0.002506009,99,3405
0.002174678,101,3498
0.001702781,101,3591
0.001281086,99,3684
0.0008694318,102,3776
0.001371449,100,3869
0.002174678,95,3962
0.001893548,101,4055
0.00138149,97,4148
0.001200763,101,4254
0.001020037,101,4333
0.0016827,101,4426
0.001903588,101,4519
0.001873467,102,4612
0.001943749,102,4705
0.001351369,102,4797
0.001361409,100,4890
0.001301167,100,4983
0.001562216,102,5076
0.001722862,102,5169
0.001763023,103,5275
0.001783104,97,5354
0.001572257,101,5447
0.001291127,101,5540
0.001572257,101,5633
0.001803185,99,5726
0.001702781,103,5818
0.001752983,98,5911
0.001903588,101,6004
0.002124476,104,6097
0.002154597,101,6190
0.001582297,104,6309
0.001883508,101,6375
0.001562216,102,6468
0.00138149,106,6561
0.001150562,99,6654
0.001271046,99,6746
0.001421651,99,6839
0.001451772,102,6932
0.001752983,99,7025
0.001351369,97,7118
0.001130481,104,7210
0.001250965,98,7317
0.001331288,99,7396
0.001722862,101,7489
0.001863427,99,7582
0.001722862,98,7674
0.001361409,101,7767
0.001341328,99,7860
0.001763023,101,7953
0.001863427,97,8046
0.001763023,103,8138
0.002114436,98,8231
0.002315243,100,8338
0.002275081,101,8417
0.001793144,98,8510
0.001311207,99,8602
0.001481893,100,8695
0.001582297,102,8788
0.001351369,100,8881
0.001080279,100,8974
0.001401571,99,9066
0.001522055,102,9159
0.001180683,99,9252
0.001020037,98,9358
0.001200763,99,9438
0.00166262,98,9530
0.001421651,100,9623
0.001271046,102,9716
0.001431692,98,9809
0.001572257,101,9902
0.002134516,99,9994
0.001863427,96,10087
0.001140521,102,10180
0.0009798757,100,10273
0.001261006,98,10388
0.001301167,99,10458
0.001441732,102,10551
0.00138149,99,10644
0.001431692,102,10737
0.001351369,101,10830
0.001200763,99,10922
0.001281086,102,11015
0.001291127,101,11118
0.001240925,103,11201
0.001512014,99,11294
0.001763023,101,11400
0.00139153,102,11479
0.001773064,100,11572
0.001752983,102,11665
0.00166262,98,11758
0.001180683,98,11851
0.00109032,103,11956
0.001371449,101,12036
0.001461813,100,12129
0.00109032,101,12222
0.001351369,100,12315
0.001692741,99,12421
0.001622458,101,12500
0.001542135,98,12593
0.001973871,101,12686
0.001773064,100,12790
0.001522055,97,12871
0.00138149,99,12964
0.001763023,103,13057
0.001913629,100,13150
0.001481893,102,13243
0.001491934,99,13335
0.001702781,99,13442
0.001933709,99,13521
0.00223492,101,13624
0.001411611,100,13707
0.001471853,101,13799
0.001562216,100,13892
0.001471853,99,13985
0.001712822,101,14078
0.001612418,102,14171
0.001712822,100,14263
0.001652579,102,14365
0.001311207,99,14472
0.001421651,98,14542
0.001552176,99,14635
0.001481893,98,14727
0.001441732,98,14820
0.001200763,101,14913
0.0011104,99,15006
0.001893548,100,15099
0.001993951,99,15200
0.001973871,98,15284
0.001572257,98,15377
0.001291127,98,15483
0.001622458,101,15563
0.001220844,102,15655
0.001009997,100,15748
0.0008493511,100,15841
0.00166262,98,15934
0.001803185,103,16038
0.002054193,99,16119
0.001180683,98,16212
0.001431692,97,16305
0.001732902,102,16398
0.001331288,99,16504
0.0008895125,99,16583
0.001230885,100,16676
0.001441732,100,16769
0.001451772,99,16873
0.001853386,102,16955
0.001823265,98,17047
0.001883508,97,17140
0.001783104,102,17233
0.001923669,99,17326
0.001712822,101,17419
0.001150562,99,17525
0.001512014,102,17604
0.001763023,100,17707
0.001763023,101,17790
0.001642539,102,17883
0.001532095,98,17975
0.001763023,98,18068
0.002024072,101,18161
0.001552176,98,18254
0.001070239,97,18347
0.001461813,101,18448
0.0016827,100,18554
0.001833306,100,18625
0.001913629,99,18718
0.001491934,98,18811
0.001240925,97,18903
0.001491934,98,18996
0.001522055,102,19089
0.001220844,96,19182
0.001120441,98,19282
0.001833306,100,19367
0.001773064,103,19460
0.001732902,99,19567
0.00167266,100,19646
0.001351369,103,19739
0.001261006,101,19831
0.00138149,100,19924
0.001180683,101,20017
0.001632499,98,20116
0.002194758,100,20203
0.001752983,102,20295
0.001582297,102,20388
0.0016827,101,20481
0.001712822,102,20587
0.001512014,96,20667
0.001401571,98,20759
0.001532095,102,20852
0.001632499,99,20954
0.001722862,100,21038
0.001923669,102,21131
0.001642539,99,21223
0.001271046,100,21316
0.001763023,100,21409
0.001732902,100,21502
0.001863427,97,21608
0.001742942,102,21688
0.001291127,100,21789
0.001351369,98,21873
0.001210804,101,21966
0.001813225,99,22059
0.002074274,102,22152
0.001642539,98,22244
0.001471853,100,22337
0.001351369,99,22430
