Force(N),Distance(mm),Time(ms)
-0.008929953,102,113
-0.008939993,99,151
-0.009311486,102,227
-0.009060478,98,320
-0.008859671,100,413
-0.008889791,100,519
-0.008829549,96,599
-0.008367693,98,692
-0.008448016,101,784
-0.008909872,104,877
-0.009492212,98,970
-0.009763302,98,1063
-0.009421929,101,1174
-0.009261284,102,1249
-0.00915084,101,1342
-0.00913076,98,1435
-0.009170921,102,1528
-0.009070517,97,1621
-0.009311486,101,1714
-0.008859671,100,1807
-0.008759267,101,1900
-0.008769307,100,1993
-0.009100639,98,2096
-0.009241204,102,2215
-0.009160881,98,2272
-0.00915084,98,2364
-0.009221123,100,2457
-0.009261284,101,2550
-0.009261284,100,2643
-0.009431971,98,2736
-0.009542414,102,2829
-0.009532374,96,2922
-0.009211082,98,3015
-0.008709064,102,3108
-0.00881951,97,3219
-0.008869711,101,3294
-0.009080559,98,3387
-0.008789388,97,3480
-0.009020317,100,3573
-0.009321527,97,3666
-0.009291406,99,3758
-0.008879751,100,3851
-0.009100639,99,3944
-0.009160881,99,4037
-0.009221123,98,4130
-0.008508258,99,4241
-0.008327532,98,4316
-0.008709064,101,4409
-0.008990194,98,4502
-0.008849629,100,4595
-0.00881951,100,4688
-0.009662897,96,4781
-0.0091408,98,4874
-0.00915084,99,4967
-0.009652859,97,5060
-0.00941189,99,5153
-0.009361688,97,5264
-0.009672939,99,5338
-0.008960074,99,5431
-0.008518297,100,5524
-0.009090599,98,5617
-0.00913076,101,5710
-0.009090599,99,5803
-0.008648824,99,5896
-0.009060478,99,5989
-0.009191002,99,6082
-0.009070517,99,6175
-0.009351647,98,6286
-0.009853666,98,6361
-0.009321527,96,6454
-0.009261284,102,6550
-0.009763302,98,6640
-0.009733182,99,6733
-0.009492212,98,6826
-0.009462091,100,6919
-0.009281366,99,7012
-0.009592616,98,7104
-0.009191002,100,7197
-0.008699025,98,7308
-0.008729145,97,7394
-0.009020317,99,7476
-0.008769307,99,7569
-0.00913076,102,7662
-0.008859671,100,7755
-0.009070517,101,7848
-0.009472132,101,7941
-0.009421929,100,8034
-0.009191002,98,8131
-0.008939993,98,8220
-0.008909872,98,8331
-0.008729145,97,8406
-0.009442011,102,8499
-0.009271324,99,8592
-0.008658863,96,8685
-0.009050437,98,8778
-0.00912072,98,8870
-0.009452051,98,8975
-0.00941189,99,9056
-0.009080559,98,9149
-0.009271324,101,9242
-0.0097131,98,9353
-0.009863705,101,9428
-0.009482172,101,9521
-0.008909872,95,9614
-0.009211082,96,9707
-0.009341606,99,9800
-0.00915084,99,9893
-0.009180963,100,9986
-0.009482172,98,10079
-0.009361688,101,10172
-0.009371728,97,10265
-0.009080559,100,10376
-0.00881951,102,10451
-0.008839589,101,10543
-0.009442011,99,10636
-0.00941189,96,10729
-0.009391809,103,10822
-0.009311486,96,10915
-0.008668903,101,11008
-0.008929953,99,11101
-0.00915084,99,11194
-0.009211082,97,11287
-0.009201042,99,11398
-0.009281366,102,11473
-0.009201042,100,11566
-0.009492212,95,11659
-0.009823544,99,11752
-0.008929953,98,11845
-0.008437976,98,11938
-0.008919912,99,12031
-0.009301445,99,12124
-0.009261284,99,12217
-0.008980155,99,12309
-0.008779347,105,12416
-0.008658863,100,12495
-0.008688985,100,12588
-0.009331568,100,12681
-0.009321527,98,12774
-0.009020317,98,12867
-0.00941189,100,12960
-0.009371728,102,13053
-0.009050437,98,13146
-0.009632777,99,13239
-0.009632777,100,13332
-0.009221123,99,13443
-0.009431971,98,13518
-0.00912072,100,13611
-0.009040397,98,13703
-0.009502253,98,13796
-0.009843625,99,13889
-0.009652859,98,13982
