Force(N),Distance(mm),Time(ms)
-0.009482172,103,176
-0.009873747,104,240
-0.00968298,101,333
-0.01001431,102,426
-0.01042597,102,519
-0.009833585,103,612
-0.009442011,102,705
-0.009472132,103,798
-0.01014484,104,891
-0.009793424,104,984
-0.009592616,104,1077
-0.010185,101,1188
-0.01012475,104,1263
-0.009883786,104,1356
-0.009582576,100,1449
-0.009763302,101,1542
-0.009944028,102,1634
-0.009662897,102,1727
-0.009873747,101,1820
-0.009723141,102,1913
-0.009592616,103,2006
-0.009743221,104,2099
-0.009552455,99,2233
-0.009281366,101,2285
-0.009743221,103,2378
-0.009933989,103,2471
-0.009522334,104,2564
-0.009311486,102,2657
-0.009552455,101,2750
-0.009522334,101,2843
-0.009472132,102,2936
-0.009703059,101,3029
-0.009863705,100,3122
-0.009913907,102,3246
-0.01021512,99,3308
-0.009733182,102,3401
-0.009592616,102,3494
-0.009933989,101,3587
-0.009923948,105,3680
-0.01005447,100,3773
-0.01029544,102,3866
-0.009642818,103,3959
-0.009652859,106,4052
-0.009954069,101,4145
-0.01005447,99,4246
-0.009492212,99,4331
-0.009391809,101,4424
-0.009913907,100,4517
-0.009853666,100,4610
-0.009944028,99,4703
-0.009823544,99,4796
-0.01011472,101,4889
-0.009883786,99,4982
-0.01002435,98,5075
-0.009703059,97,5168
-0.009662897,100,5302
-0.009893827,100,5354
-0.009733182,100,5447
-0.009913907,101,5540
-0.009642818,101,5633
-0.009642818,99,5726
-0.009662897,103,5819
-0.009271324,98,5922
-0.009512293,99,6005
-0.009903867,100,6097
-0.01022516,102,6191
-0.01021512,100,6301
-0.01011472,103,6376
-0.009984189,100,6469
-0.009893827,98,6562
-0.009933989,99,6655
-0.009753262,100,6748
-0.009743221,99,6841
-0.01002435,98,6934
-0.009793424,99,7027
-0.009321527,100,7120
-0.009883786,102,7213
-0.009652859,104,7324
-0.009502253,101,7399
-0.009431971,99,7492
-0.009632777,98,7585
-0.009662897,102,7678
-0.009883786,102,7771
-0.009632777,99,7864
-0.009502253,102,7957
-0.009632777,99,8050
-0.009472132,98,8143
-0.009331568,96,8236
-0.009431971,100,8347
-0.009602657,99,8422
-0.009482172,98,8515
-0.0097131,97,8608
-0.009592616,98,8701
-0.009361688,98,8794
-0.009160881,99,8887
-0.009662897,100,8980
-0.009964109,102,9073
-0.009853666,103,9166
-0.00969302,96,9259
-0.009442011,101,9393
-0.009371728,99,9445
-0.009642818,98,9538
-0.01007455,100,9631
-0.01024524,98,9724
-0.01006451,99,9817
-0.009542414,99,9910
-0.009341606,99,10002
-0.01007455,99,10095
-0.009913907,97,10188
-0.01013479,99,10294
-0.0102854,96,10405
-0.01001431,100,10467
-0.009944028,98,10560
-0.009883786,98,10653
-0.01008459,100,10746
-0.009873747,101,10839
-0.009954069,97,10932
-0.009853666,99,11025
-0.009562495,101,11118
-0.009522334,102,11211
-0.009863705,99,11304
-0.009913907,94,11415
-0.009964109,98,11490
-0.009492212,97,11583
-0.009351647,101,11676
-0.009582576,100,11769
-0.009361688,99,11862
-0.009211082,99,11955
-0.009552455,102,12048
-0.009903867,96,12141
-0.009984189,100,12234
-0.009472132,98,12327
-0.009813504,99,12438
-0.009863705,102,12513
-0.009632777,100,12606
-0.01001431,100,12699
-0.01016492,99,12792
-0.00999423,99,12885
-0.00941189,99,12978
-0.009542414,99,13071
-0.01039584,97,13164
-0.01010467,98,13257
-0.009913907,99,13350
-0.009763302,100,13461
-0.009381768,98,13536
-0.009532374,98,13629
-0.00969302,101,13722
-0.009542414,98,13815
-0.009662897,100,13908
-0.00969302,98,14001
-0.009221123,100,14094
-0.009472132,103,14187
-0.009843625,99,14280
-0.009783382,98,14373
-0.009783382,100,14484
-0.01002435,102,14559
-0.009472132,101,14652
-0.009421929,98,14747
-0.009823544,98,14838
-0.01020508,96,14931
-0.01072718,97,15024
-0.0102854,101,15117
-0.009753262,99,15210
-0.009622737,97,15303
-0.009803463,97,15396
-0.009321527,100,15513
-0.009421929,100,15591
-0.009923948,98,15675
-0.009873747,98,15768
-0.009853666,97,15861
-0.009502253,97,15954
-0.009482172,99,16047
