Force(N)
204664
204615
204606
204657
204657
204676
204641
204598
204637
204654
204670
204680
204659
204656
204667
204674
204696
204660
204610
204634
204656
204660
204648
204670
204656
204647
204659
204678
204650
204597
204653
204659
204662
204655
204649
204689
204698
204690
204681
204652
204671
204686
204642
204684
204679
204646
204614
204612
204629
204612
204607
204619
204622
204597
204646
204674
204633
204646
204654
204675
204660
204673
204647
204681
204696
204671
204646
204683
204688
204676
204683
204668
204662
204646
204672
204653
204651
204654
204605
204626
204695
204670
204629
204621
204659
204680
204650
204641
204643
204625
204634
204669
204680
204668
204689
204688
204636
204607
204618
204624
204632
204626
204651
204654
204720
204690
204638
204657
204636
204643
204642
204625
204619
204612
204616
204652
204710
204671
204671
204704
204673
204655
204627
204609
204669
204645
204617
204639
204631
204652
204659
204694
204657
204657
204666
204663
204691
204691
204680
204637
204636
204655
204643
204628
204647
204635
204669
204681
204676
204661
204611
204647
204690
204668
204684
204648
204623
204668
204682
204655
204628
204626
204648
204689
204694
204690
204651
204647
204693
204682
204615
204605
204641
204680
204649
204610
204650
204652
204642
204647
204607
204669
204701
204635
204595
204675
204664
204645
204636
204604
204669
204638
204620
204640
204685
204660
204671
204673
204635
204634
204621
204564
204597
204591
204603
204593
204577
204600
204599
204603
204603
204614
204595
204628
204642
204635
204623
204640
204661
204644
204626
204642
204610
204614
204628
204654
204622
204624
204637
204660
204649
204616
204654
204637
204593
204593
204651
204687
204670
204625
204652
204670
204674
204659
204681
204652
204616
204634
204674
204688
204644
204638
204669
204686
204631
204663
204647
204624
204619
204655
204636
204625
204656
204668
204628
204632
204607
204606
204635
204646
204651
204653
204656
204688
204681
204608
204656
204660
204675
204610
204618
204661
204651
204647
204628
204665
204678
204667
204638
204651
204674
204652
204688
204689
204628
204606
204668
204635
204602
204650
204659
204648
204620
204629
204642
204619
204655
204645
204654
204627
204592
204592
204641
204627
204644
204670
204622
204614
204591
204625
204651
204647
204651
204648
204654
204644
204654
204610
204661
204645
204625
204637
204668
204626
204638
204644
204636
204601
204602
204627
204629
204615
204639
204652
204695
204700
204650
204635
204633
204625
204653
204675
204673
204654
204618
204605
204608
204669
204663
204634
204662
204633
204614
204611
204646
204653
204649
204604
204596
204584
204629
204659
204665
204686
204654
204620
204639
204666
204638
204658
204640
204617
204628
204670
204681
204663
204628
204643
204654
204638
204625
204647
204686
204653
204660
204637
204622
204628
204636
204674
204642
204623
204592
204611
204647
204654
204621
204614
204629
204633
204589
204610
204614
204642
204622
204607
204604
204594
204601
204642
204655
204651
204636
204664
204694
204689
204642
204613
204652
204675
204645
204627
204604
204590
204597
204628
204640
204634
204641
204664
204645
204642
204664
204623
204604
204624
204671
204681
204639
204625
204623
204645
204636
204645
204670
204657
204670
204654
204612
204615
204641
204659
204662
204653
204623
204641
204674
204620
204603
204640
204629
204611
204609
204646
204678
204655
204647
204656
204670
204675
204640
204651
204616
204615
204605
204612
204647
204646
204661
204627
204656
204665
204646
204676
204678
204628
204610
204654
204649
204620
204624
204662
204685
204660
204642
204591
204594
204610
204631
204640
204654
204642
204627
204626
204611
204627
204618
204635
204675
204666
204636
204561
204589
204638
204634
204596
204615
204625
204642
204662
204659
204644
204640
204665
204650
204621
204617
204624
204639
204662
204635
204592
204593
204616
204613
204602
204665
204655
204647
204636
204673
204647
204626
204612
204598
204592
204623
204609
204609
204667
204630
204600
204626
204628
204659
204677
204688
204683
204686
204714
204710
204674
204653
204657
204650
204645
204653
204666
204674
204691
204651
204621
204626
204637
204637
204619
204563
204598
204646
204641
204648
204653
204628
204618
204639
204643
204648
204618
204563
204616
204620
204582
204632
204684
204660
204635
204665
204651
204589
204594
204628
204630
204604
204589
204638
204675
204656
204594
204554
204614
204624
204661
204703
204702
204718
204660
204651
204626
204612
204633
204650
204644
204573
204594
204637
204645
204644
204659
204649
204624
204636
204663
204608
204610
204641
204658
204647
204602
204615
204641
204650
204665
204637
204638
204629
204619
204633
204615
204664
204658
204639
204647
204611
204639
204637
204598
204600
204618
204639
204650
204689
204692
204660
204633
204607
204622
204647
204680
204665
204627
204660
204643
204639
204651
204634
204665
204632
204560
204561
204640
204636
204661
204639
204623
204639
204638
204604
204603
204642
204612
204625
204655
204628
204619
204609
204668
204619
204579
204633
204675
204639
204666
204664
204640
204584
204601
204653
204675
204658
204622
204605
204638
204641
204685
204676
204649
204645
204602
204619
204604
204666
204730
204667
204649
204662
204666
204628
204652
204664
204655
204663
204690
204654
204679
204638
204661
204673
204645
204637
204628
204638
204627
204622
204645
204692
204638
204580
204553
204604
204606
204537
204536
204608
204625
204672
204694
204680
204627
204605
204617
204636
204603
204547
204611
204637
204634
204662
204638
204575
204599
204609
204609
204624
204618
204599
204615
204681
204669
204644
204598
204590
204595
204644
204660
204656
204674
204689
204651
204620
204627
204631
204617
204603
204615
204624
204596
204602
204617
204651
204660
204617
204636
204654
204636
204640
204628
204621
204637
204640
204648
204681
204661
204628
204598
204616
204614
204660
204668
204671
204646
204631
204614
204597
204605
204629
204583
204601
204648
204622
204608
204609
204629
204614
204634
204603
204630
204649
204597
204605
204606
204641
204651
204669
204610
204633
204671
204643
204650
204607
204553
204530
204579
204607
204627
204645
204663
204662
204648
204623
204631
204611
204614
204639
204691
204703
204679
204632
204635
204668
204614
204627
204667
204636
204634
204644
204657
204675
204669
204645
204649
204610
204588
204548
204583
204627
204658
204637
204617
204566
204604
204656
204603
204582
204599
204593
204593
204583
204575
204571
204598
204641
204664
204666
204629
204617
204624
204698
204645
204578
204596
204587
204548
204571
204605
204635
204648
204613
204643
204641
204614
204593
204645
204688
204654
204625
204626
204647
204629
204645
204685
204626
204631
204631
204620
204602
204609
204590
204595
204617
204660
204670
204630
204617
204595
204603
204632
204618
204621
204617
204676
204639
204639
204653
204642
204616
204626
204611
204639
204620
204602
204613
204608
204632
204600
204577
204624
204658
204609
204624
204600
204581
204635
204676
204660
204645
204633
204643
204680
204646
204637
204632
204644
204622
204622
204645
204707
204624
204597
204637
204629
1205048
1205124
1205144
1205077
1204989
1205058
1205113
1205120
1205131
1205078
1205080
1205105
1205053
1205075
1205094
1205080
1205083
1205053
1205082
1205101
1205078
1205095
1205100
1205128
1205105
1205107
1205086
1205084
1205100
1205077
1205035
1205069
1205089
1205099
1205101
1205107
1205111
1205139
1205116
1205078
1205125
1205151
1205163
1205103
1205081
1205085
1205100
1205111
1205107
1205123
1205099
1205063
1205143
1205094
1205079
1205098
1205117
1205149
1205133
1205090
1205094
1205134
1205087
1205051
1205068
1205077
1205121
1205070
1205076
1205116
1205118
1205144
1205147
1205149
1205136
1205092
1205063
1205104
1205143
1205151
1205140
1205112
1205111
1205108
1205105
1205082
1205121
1205086
1205107
1205098
1205088
1205080
1205087
1205103
1205131
1205155
1205095
1205134
1205181
1205088
1205061
1205049
1205063
1205106
1205103
1205101
1205103
1205116
1205104
1205122
1205111
1205072
1205098
1205067
1205061
1205082
1205116
1205152
1205062
1205016
1205084
1205116
1205179
1205114
1205050
1205089
1205110
1205140
1205126
1205113
1205144
1205157
1205163
1205131
1205065
1205073
1205098
1205112
1205119
1205092
1205063
1205154
1205130
1205142
1205107
1205071
1205106
1205141
1205137
1205137
1205122
1205127
1205110
1205133
1205173
1205162
1205087
1205092
1205121
1205132
1205155
1205171
1205146
1205140
1205147
1205158
1205155
1205143
1205145
1205121
1205151
1205175
1205175
1205116
1205118
1205120
1205137
1205141
1205159
1205143
1205122
1205129
1205156
1205106
1205077
1205098
1205110
1205113
1205135
1205125
1205111
1205096
1205084
1205062
1205084
1205105
1205155
1205119
1205168
1205221
1205198
1205173
1205151
1205138
1205137
1205132
1205119
1205161
1205152
1205136
1205136
1205113
1205089
1205123
1205130
1205127
1205118
1205102
1205087
1205109
1205115
1205109
1205111
1205133
1205151
1205070
1205074
1205117
1205173
1205143
1205086
1205094
1205145
1205168
1205120
1205116
1205087
1205096
1205075
1205103
1205144
1205116
1205062
1205112
1205123
1205155
1205131
1205133
1205132
1205114
1205109
1205100
1205164
1205150
1205133
1205116
1205130
1205100
1205101
1205130
1205117
1205093
1205103
1205156
1205172
1205161
1205114
1205130
1205133
1205128
1205079
1205106
1205149
1205088
1205096
1205106
1205123
1205139
1205109
1205137
1205131
1205150
1205215
1205195
1205131
1205131
1205156
1205121
1205173
1205186
1205163
1205150
1205159
1205166
1205169
1205161
1205145
1205176
1205188
1205160
1205159
1205119
1205138
1205152
1205141
1205106
1205081
1205078
1205118
1205115
1205129
1205162
1205146
1205161
1205179
1205148
1205098
1205101
1205162
1205154
1205114
1205100
1205141
1205164
1205180
1205212
1205178
1205162
1205157
1205176
1205150
1205151
1205130
1205173
1205157
1205122
1205112
1205127
1205136
1205162
1205140
1205151
1205140
1205184
1205174
1205169
1205151
1205108
1205098
1205135
1205112
1205111
1205174
1205193
1205124
1205109
1205122
1205122
1205125
1205133
1205171
1205163
1205073
1205078
1205118
1205145
1205142
1205167
1205162
1205156
1205128
1205160
1205149
1205134
1205146
1205152
1205169
1205158
1205136
1205159
1205091
1205103
1205180
1205189
1205154
1205118
1205155
1205132
1205097
1205158
1205188
1205152
1205119
1205157
1205151
1205153
1205140
1205137
1205123
1205135
1205108
1205122
