Force(N),Distance(mm),Time(ms)
4.325586,98,75890
4.342524,96,75983
4.339984,100,76076
4.311951,96,76168
4.278879,98,76261
4.260113,96,76353
4.266358,95,76446
4.279792,99,76557
4.283105,94,76639
4.301971,98,76724
4.319602,95,76817
4.31144,98,76909
4.306319,95,77002
4.291007,96,77095
4.270063,98,77187
4.276318,96,77280
4.272141,97,77373
4.262593,95,77465
4.245524,96,77576
4.20462,96,77650
4.155302,95,77743
4.121596,99,77836
4.129889,97,77928
4.147711,96,78021
4.165784,93,78113
4.197662,94,78207
4.215102,97,78299
4.222582,98,78391
4.225112,98,78484
4.213737,95,78595
4.189399,96,78669
4.153966,96,78762
4.125713,99,78855
4.112791,97,78947
4.078965,95,79046
4.042247,97,79132
4.019456,95,79225
4.013241,96,79318
4.020912,98,79410
4.016845,98,79503
3.988772,97,79614
3.949645,96,79688
3.909986,94,79781
3.881622,96,79881
3.860256,98,79966
3.865678,95,80059
3.90842,93,80151
3.966383,95,80244
4.035209,94,80337
4.105532,96,80429
4.164449,95,80522
4.200865,98,80633
4.213184,96,80716
4.22452,94,80800
4.237823,94,80893
4.25699,95,80985
4.29167,97,81078
4.313829,97,81170
4.327313,97,81263
4.350075,99,81356
4.344,96,81453
4.324461,96,81541
4.303066,94,81652
4.287855,97,81726
4.292443,96,81819
4.27682,96,81911
4.244651,96,82004
4.214018,95,82097
4.198967,93,82189
4.19975,96,82288
4.206056,95,82375
4.223245,99,82467
4.25186,98,82560
4.273316,95,82671
4.27673,94,82745
4.237121,96,82838
4.174931,95,82930
4.120653,94,83023
4.067569,94,83123
4.026625,92,83208
4.016534,95,83301
4.022649,95,83393
4.024466,97,83486
4.030751,93,83579
4.061656,96,83690
4.100029,96,83764
4.125442,96,83857
4.146145,93,83958
4.162942,96,84042
4.181417,96,84134
4.205182,95,84227
4.220905,94,84320
4.23189,91,84412
4.221689,92,84505
4.206417,94,84598
4.204118,93,84709
4.206618,99,84796
4.216608,93,84876
4.239952,95,84968
4.267141,94,85061
4.300726,93,85154
4.328869,96,85246
4.335817,92,85339
4.334884,93,85431
4.334884,95,85530
4.342655,98,85617
4.350657,97,85728
4.345767,96,85802
4.342384,95,85895
4.33399,95,85987
4.330647,96,86080
4.320827,94,86172
4.282262,94,86265
4.243998,91,86365
4.205463,95,86450
4.182561,90,86543
4.181116,95,86636
4.188114,96,86753
4.200513,91,86821
4.214409,95,86913
4.218154,94,87006
4.207602,94,87099
4.202592,91,87204
4.22198,94,87284
4.256017,95,87377
4.277202,90,87469
4.293527,94,87562
4.328217,94,87654
4.380286,93,87766
4.430347,93,87840
4.460719,95,87932
4.486081,91,88038
4.504465,95,88118
4.523221,95,88210
4.546906,92,88303
4.545229,92,88395
4.542448,97,88488
4.527367,93,88581
4.504746,94,88673
4.492467,93,88784
4.47334,94,88858
4.456121,93,88951
4.447074,93,89044
4.449956,91,89136
4.468139,93,89229
4.492588,91,89322
4.517226,93,89414
4.525881,93,89507
4.517307,95,89611
4.511654,95,89692
4.499475,93,89803
4.492618,95,89877
4.498571,92,89970
4.504515,92,90062
4.515339,93,90155
4.519666,95,90248
4.501001,95,90340
4.48089,92,90446
4.452105,94,90526
4.435257,93,90618
4.424755,91,90711
4.420658,92,90822
4.42364,92,90896
4.417897,91,90989
4.420277,94,91081
4.442807,91,91174
4.464414,92,91267
4.470689,89,91359
4.456914,94,91452
4.442104,92,91544
4.443319,92,91637
4.44105,94,91730
4.437165,92,91836
4.437104,93,91915
4.44355,93,92008
4.461332,94,92100
4.489957,96,92193
4.517879,91,92286
4.544647,94,92378
4.564487,91,92471
4.582599,94,92563
4.592198,92,92656
4.571826,92,92749
4.531092,92,92860
4.489465,91,92934
4.453149,90,93027
4.435779,91,93119
4.412395,89,93212
4.39364,93,93304
4.391812,94,93397
4.39607,92,93490
4.410548,92,93582
4.412415,94,93685
4.404413,92,93768
4.406923,89,93879
4.392405,90,93953
4.355948,91,94046
4.329351,88,94138
4.323196,90,94231
4.329361,94,94323
4.340175,90,94416
4.370296,93,94520
4.41359,89,94601
4.45346,93,94694
4.484244,91,94787
4.496935,93,94898
4.501091,90,94972
4.514606,88,95064
4.540078,90,95157
4.553492,91,95250
4.548261,90,95342
4.532919,91,95435
4.521283,92,95528
4.512758,92,95620
4.527658,91,95713
4.553402,91,95805
4.571485,90,95917
4.580099,92,95991
4.582559,89,96083
4.591003,90,96176
4.595481,89,96269
4.614226,90,96361
4.633193,91,96454
4.636034,93,96546
4.63254,93,96639
4.636978,91,96732
4.649699,90,96824
4.665783,93,96935
4.671768,93,97010
4.67487,92,97102
4.686677,89,97195
4.701818,88,97288
4.71979,95,97380
4.741548,90,97473
4.748275,92,97565
4.727923,93,97658
4.697109,94,97751
4.701487,91,97843
4.717963,92,97954
4.729249,89,98029
4.764139,87,98121
4.806901,92,98214
4.844632,91,98306
4.857855,89,98399
4.842946,89,98492
4.83909,90,98584
4.825044,90,98677
4.813537,91,98770
4.823387,90,98862
4.848729,91,98973
4.87889,90,99048
4.904262,90,99140
4.905025,92,99233
4.919573,89,99325
4.934011,92,99418
4.928489,89,99511
4.926853,90,99603
4.921451,88,99696
4.927114,90,99788
4.937435,91,99881
4.940497,89,100000
4.939433,87,100066
4.938249,89,100159
4.947727,88,100251
4.954062,91,100344
4.939654,90,100437
4.929845,90,100529
4.931582,91,100622
4.948861,89,100714
4.988049,91,100807
5.026925,88,100900
5.064526,90,101011
5.07301,89,101085
5.062829,88,101178
5.04302,89,101270
5.005338,90,101363
4.96345,92,101455
4.898609,90,101548
4.835013,88,101641
4.802543,86,101733
4.77454,90,101826
4.740745,89,101918
4.709208,89,102030
4.691878,91,102104
4.699579,91,102196
4.698133,91,102289
4.690683,89,102381
4.681316,90,102474
4.656827,88,102567
4.656526,89,102659
4.676045,87,102752
