Force(N)
204036
203987
203927
203915
204011
204007
203991
203954
203972
203993
204009
203976
203985
203963
203942
203963
204012
203988
203981
203988
203961
203923
203983
204004
203967
203974
203972
203965
203947
203998
204015
203962
203988
204007
203973
203915
203929
203997
203994
203931
203950
203999
204020
203984
203982
204007
203965
203978
203972
203986
203965
203950
203989
204049
204001
203951
203910
203883
203962
204005
204003
203997
203985
203995
203988
203961
203946
203964
203951
203955
203971
203996
203975
203969
203978
204005
204002
203990
203944
203996
203986
203982
203968
203988
203960
203955
203946
203891
203913
203966
203994
203992
203966
203985
204002
203977
203941
203922
203939
203939
203948
203936
203937
203952
203987
203974
203976
204004
203980
203961
203974
203947
203946
204011
203951
204014
204002
203962
203961
204022
204029
203996
204010
203977
203987
204020
204005
204022
203964
203985
203970
203988
203990
203982
203968
203979
203988
203934
203957
203974
203932
203953
203920
203962
203984
203990
203989
204010
204009
203970
203921
203900
203947
203936
203921
203933
203979
204012
204001
204035
203983
203946
203960
203982
203949
203938
203957
203947
203966
203951
203946
203950
203947
203965
203975
203986
203972
203958
203946
203981
203998
203975
203960
203970
203941
203999
203935
203902
203944
203989
204026
204028
203999
203951
203966
204041
204014
204013
203970
203947
203971
203991
204039
204001
203947
203933
203944
203947
203980
204001
203992
203986
203976
203969
203944
203911
203983
204003
203984
203982
203985
203971
203975
203968
203946
203971
203963
203945
203960
203933
203990
203971
203938
203935
203948
203954
203963
203978
203977
203997
203981
203970
203970
203908
203964
203972
203942
203961
203993
203959
203953
203977
203952
203931
203945
203956
203927
203972
203971
203959
203999
203981
203989
204009
204001
203959
203919
203921
203964
203938
203950
203957
203982
203982
203986
204001
203946
203909
203956
203997
203960
203960
203965
203984
203942
203956
203939
203959
203981
203987
203988
203984
203974
203969
203951
203979
203941
203935
203954
203981
203980
203977
203990
203999
203991
203990
203958
203971
203991
204016
204011
203980
203970
204001
203993
203916
203954
203969
203956
203972
203944
203957
204002
203960
203899
203891
203937
203981
204006
203979
204021
204022
203957
203937
203992
203985
203931
203959
203999
204022
203984
203985
203942
203935
203965
203970
204013
203984
203925
203895
203950
203990
203990
203977
203977
203954
203961
203968
203958
203963
203988
204007
203968
203978
203997
203992
204008
204006
204006
203963
203941
203912
203941
203952
203943
203952
203978
203967
203969
203952
203942
203995
204012
204011
203989
203964
203983
204010
203973
203980
204005
203980
203942
203982
203983
203976
203994
203951
203958
203978
203956
203981
204016
204003
203978
203939
203970
204000
203933
203897
203923
203945
203963
203971
203938
203947
203887
203894
203969
203938
203963
203993
203966
203923
203940
203923
203906
203958
203943
203961
204014
204007
203962
203969
203972
203980
203938
203938
203969
203986
203989
203951
203983
203983
203982
203978
203975
203985
203994
204012
203992
204022
203970
203951
204000
204001
204044
204015
203978
203967
203965
203974
203969
203976
203960
203934
203933
203913
203961
203999
203977
203972
203972
203994
203990
203997
203968
203975
203981
203964
203978
203994
203973
203970
203963
203946
203973
204030
204039
204001
203938
203926
203934
203977
204014
203966
203924
203904
203926
203962
203977
203961
203969
203983
204034
203990
203912
203891
203958
203992
203938
203913
203902
203895
203948
203950
203946
203927
203960
203952
203947
203939
203980
203999
203942
203905
203965
203977
203951
204020
203971
203938
203988
204012
203947
203942
203975
203971
203931
203947
203943
203928
203934
203932
203929
203913
203938
203956
203929
203916
203951
203980
204010
203978
203948
203956
203989
203962
203929
203909
203966
203984
204011
203990
203976
204004
203996
203980
203979
203932
203948
203989
203952
203943
203938
203944
203916
203933
203980
204003
203955
203961
204004
204013
204022
203949
203963
203988
203973
203994
203966
203961
203962
203963
203957
203953
203919
203921
203978
203950
203971
203982
203999
204015
203993
203927
203958
203964
203968
203949
203927
203943
203978
203996
204020
204002
203987
203997
203942
203933
203938
203920
203969
203987
204007
203988
203973
203983
203998
203934
203913
203953
203935
203904
203924
203944
203957
203968
203955
203978
204015
203996
203979
203984
203953
203953
203979
203941
203947
203958
203999
204013
204002
203999
204004
203964
203970
203984
203967
203983
203994
203970
203958
203975
203985
203974
203979
203933
203985
203983
203984
203945
203889
203897
203922
203978
203948
203950
203990
203968
203932
203947
203934
203924
203949
203950
203937
203991
204001
203952
203948
203962
203961
203958
203905
203922
203952
203961
203969
203969
203945
203974
203947
203903
203934
203935
203962
203981
