Force(N)
204069
204060
204037
204080
204108
204086
204079
204076
204106
204087
204059
204073
204062
204071
204076
204056
204079
204085
204092
204110
204029
204060
204142
204095
204117
204096
204092
204093
204101
204105
204014
204028
204052
204104
204133
204065
204033
204108
204133
204120
204102
204035
204057
204083
204131
204099
204065
204067
204119
204108
204033
204050
204067
204101
204102
204061
204039
204051
204099
204061
204053
204060
204078
204105
204069
204079
204121
204087
204104
204084
204082
204081
204071
204062
204072
204080
204026
204054
204144
204100
204100
204094
204078
204078
204068
204057
204085
204066
204041
204030
204092
204086
204065
204074
204096
204045
204034
204087
204063
204097
204105
204130
204081
204092
204081
204078
204040
204057
204100
204089
204096
204098
204068
204053
204054
204128
204102
204047
204056
204052
204055
204060
204076
204093
204053
204030
204033
204032
204081
204097
204069
204039
204049
204049
204057
204053
204080
204074
204084
204059
204079
204062
204082
204122
204087
203985
204028
204082
204050
204074
204062
204056
204031
204053
204090
204089
204116
204144
204118
204066
204100
204088
204054
204050
204057
204089
204071
204060
204033
204003
204041
204036
204072
204110
204102
204084
204134
204148
204130
204098
204063
204089
204095
204086
204081
204058
204062
204117
204189
204118
204066
204069
204103
204072
204056
204093
204097
204062
204080
204085
204098
204112
204096
204067
204079
204100
204078
204103
204116
204106
204092
204075
204055
204052
204055
204043
204071
204057
204068
204073
204044
204057
204087
204077
204066
204025
204073
204071
204052
204062
204112
204100
204067
204110
204087
204095
204125
204173
204107
204070
204025
204042
204089
204074
204065
204100
204121
204114
204060
204075
204081
204092
204134
204106
204105
204113
204077
204049
204064
204103
204092
204045
204073
204080
204060
204068
204040
204047
204127
204147
204121
204084
204088
204085
204072
204016
204104
204114
204085
204032
204038
204060
204088
204063
204058
204054
204050
204109
204072
204083
204100
204085
204066
204089
204115
204116
204121
204124
204085
204049
204034
204016
204065
204076
204042
204059
204138
204101
204048
204063
204075
204047
204056
204093
204073
204103
204093
204066
204049
204025
204004
204028
204088
204083
204062
204064
204046
204049
204064
204047
204054
204051
204060
204071
204058
204039
204061
204090
204100
204081
204079
204122
204100
204048
204010
204021
204055
204056
204109
204095
204079
204075
204116
204141
204072
204110
204137
204092
204068
204063
204092
204085
204062
204074
204080
204083
204098
204087
204068
204089
204121
204082
204086
204090
204089
204080
204059
204062
204054
204053
204026
204042
204101
204090
204047
204019
204059
204087
204083
204055
204013
204028
204087
204088
204054
204060
204104
204101
204078
204099
204091
204071
204026
204048
204056
204063
204045
204080
204090
204100
204107
204144
204118
204094
204100
204076
204055
204075
204112
204087
